order_id,customer_id,channel_id,store_id,billing_address_id,shipping_address_id,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount,order_date_key
1000001673,294,2,3.0,,3,FULFILLED,ARS,25080.0,5266.8,0.0,30346.8,20241105
1000001674,1148,1,,1821.0,1976,PAID,ARS,45000.0,9450.0,900.0,55350.0,20240326
1000001675,475,1,,2418.0,1368,FULFILLED,ARS,42750.0,8977.5,1200.0,52927.5,20250311
1000001676,1492,1,,2610.0,3029,PAID,ARS,40800.0,8568.0,900.0,50268.0,20250830
1000001677,1004,1,,1700.0,3859,FULFILLED,ARS,36348.0,7633.08,900.0,44881.08,20241114
1000001678,427,1,,,1678,FULFILLED,ARS,58350.0,12253.5,900.0,71503.5,20250521
1000001679,1490,1,,1022.0,3378,FULFILLED,ARS,36450.0,7654.5,900.0,45004.5,20250129
1000001680,1403,1,,,2814,PAID,ARS,23940.0,5027.4,1200.0,30167.4,20241124
1000001681,142,1,,4142.0,3172,FULFILLED,ARS,24000.0,5040.0,900.0,29940.0,20240412
1000001682,890,2,3.0,,3,FULFILLED,ARS,35910.0,7541.1,0.0,43451.1,20250717
1000001683,1265,1,,3921.0,3861,FULFILLED,ARS,26400.0,5544.0,1200.0,33144.0,20241218
1000001684,612,1,,3149.0,3292,FULFILLED,ARS,46305.0,9724.05,1200.0,57229.05,20240303
1000001685,166,1,,3328.0,3831,CANCELLED,ARS,12825.0,2693.25,0.0,15518.25,20240108
1000001686,330,2,2.0,3137.0,2,FULFILLED,ARS,63210.0,13274.1,0.0,76484.1,20240601
1000001687,1467,2,3.0,1983.0,3,REFUNDED,ARS,16500.0,3465.0,0.0,19965.0,20240624
1000001688,899,1,,2983.0,1182,FULFILLED,ARS,56448.0,11854.08,1200.0,69502.08,20250209
1000001689,728,1,,2918.0,2569,PAID,ARS,23520.0,4939.2,1500.0,29959.2,20240914
1000001690,1097,2,3.0,2258.0,3,PAID,ARS,53940.0,11327.4,0.0,65267.4,20240526
1000001691,1003,1,,2489.0,1063,PAID,ARS,14175.0,2976.75,1500.0,18651.75,20250226
1000001692,1147,2,3.0,3537.0,3,FULFILLED,ARS,12600.0,2646.0,0.0,15246.0,20240715
1000001693,747,2,4.0,1081.0,4,FULFILLED,ARS,102165.0,21454.65,0.0,123619.65,20240905
1000001694,956,2,4.0,2781.0,4,REFUNDED,ARS,14962.5,3142.12,0.0,18104.62,20250109
1000001695,379,2,4.0,3293.0,4,FULFILLED,ARS,28350.0,5953.5,0.0,34303.5,20240129
1000001696,115,1,,4054.0,3747,FULFILLED,ARS,30870.0,6482.7,1500.0,38852.7,20241214
1000001697,293,1,,2446.0,3583,PAID,ARS,30870.0,6482.7,1200.0,38552.7,20250313
1000001698,1002,2,2.0,2186.0,2,FULFILLED,ARS,109860.0,23070.6,0.0,132930.6,20250401
1000001699,1015,2,1.0,2204.0,1,FULFILLED,ARS,31350.0,6583.5,0.0,37933.5,20250811
1000001700,126,1,,,3178,PAID,ARS,54750.0,11497.5,900.0,67147.5,20250124
1000001701,946,1,,1591.0,2849,FULFILLED,ARS,11400.0,2394.0,1500.0,15294.0,20240818
1000001702,1005,1,,3310.0,2271,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0,20250729
1000001703,1018,1,,1070.0,4184,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0,20241102
1000001704,333,2,4.0,1348.0,4,REFUNDED,ARS,23520.0,4939.2,0.0,28459.2,20240623
1000001705,77,2,3.0,2569.0,3,REFUNDED,ARS,16170.0,3395.7,0.0,19565.7,20250212
1000001706,493,1,,2810.0,1268,FULFILLED,ARS,46305.0,9724.05,0.0,56029.05,20250402
1000001707,793,2,4.0,,4,PAID,ARS,70545.0,14814.45,0.0,85359.45,20240815
1000001708,864,2,3.0,,3,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0,20240820
1000001709,982,2,3.0,3659.0,3,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0,20240624
1000001710,146,1,,2696.0,2030,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0,20241006
1000001711,10,2,4.0,3200.0,4,PAID,ARS,58200.0,12222.0,0.0,70422.0,20240621
1000001712,174,1,,2875.0,3813,PAID,ARS,25080.0,5266.8,1200.0,31546.8,20241007
1000001713,210,1,,4015.0,4051,FULFILLED,ARS,29400.0,6174.0,1200.0,36774.0,20250904
1000001714,1326,2,3.0,1887.0,3,CANCELLED,ARS,11760.0,2469.6,0.0,14229.6,20250612
1000001715,1032,2,3.0,1993.0,3,FULFILLED,ARS,59160.0,12423.6,0.0,71583.6,20250111
1000001716,708,1,,1790.0,3099,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0,20241207
1000001717,956,1,,1821.0,2474,FULFILLED,ARS,12000.0,2520.0,900.0,15420.0,20240916
1000001718,1468,1,,2984.0,3099,PAID,ARS,70200.0,14742.0,1500.0,86442.0,20240305
1000001719,182,1,,4051.0,1276,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8,20241003
1000001720,295,2,2.0,2926.0,2,CANCELLED,ARS,44250.0,9292.5,0.0,53542.5,20241008
1000001721,1388,2,4.0,2691.0,4,FULFILLED,ARS,55350.0,11623.5,0.0,66973.5,20250507
1000001722,282,1,,3636.0,3125,FULFILLED,ARS,22680.0,4762.8,0.0,27442.8,20250731
1000001723,1365,1,,2642.0,3415,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0,20250812
1000001724,505,2,2.0,1816.0,2,FULFILLED,ARS,25872.0,5433.12,0.0,31305.12,20250722
1000001725,774,1,,1612.0,3409,PAID,ARS,46200.0,9702.0,1500.0,57402.0,20250417
1000001726,504,1,,3682.0,1076,FULFILLED,ARS,23520.0,4939.2,900.0,29359.2,20250524
1000001727,748,1,,,2551,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0,20240413
1000001728,479,2,1.0,4195.0,1,CREATED,ARS,23520.0,4939.2,0.0,28459.2,20250526
1000001729,975,1,,3824.0,3765,FULFILLED,ARS,79980.0,16795.8,900.0,97675.8,20250907
1000001730,156,1,,3216.0,1092,FULFILLED,ARS,11760.0,2469.6,1200.0,15429.6,20250701
1000001731,380,2,4.0,,4,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0,20250713
1000001732,823,1,,3937.0,3563,FULFILLED,ARS,11760.0,2469.6,1200.0,15429.6,20250724
1000001733,561,2,1.0,2216.0,1,FULFILLED,ARS,69300.0,14553.0,0.0,83853.0,20240718
1000001734,40,1,,3568.0,4027,FULFILLED,ARS,80808.0,16969.68,900.0,98677.68,20240220
1000001735,270,2,1.0,,1,FULFILLED,ARS,11970.0,2513.7,0.0,14483.7,20250513
1000001736,557,1,,,1205,FULFILLED,ARS,12600.0,2646.0,1200.0,16446.0,20240724
1000001737,303,2,1.0,3479.0,1,FULFILLED,ARS,41310.0,8675.1,0.0,49985.1,20240614
1000001738,345,1,,1477.0,3636,PAID,ARS,11760.0,2469.6,1200.0,15429.6,20240902
1000001739,676,2,2.0,3789.0,2,FULFILLED,ARS,25200.0,5292.0,0.0,30492.0,20240419
1000001740,1373,2,3.0,1649.0,3,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0,20241209
1000001741,564,2,3.0,3950.0,3,FULFILLED,ARS,42150.0,8851.5,0.0,51001.5,20240426
1000001742,182,2,3.0,1090.0,3,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0,20240524
1000001743,216,2,4.0,1425.0,4,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0,20240507
1000001744,752,1,,1881.0,1484,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,20250820
1000001745,413,1,,,3249,FULFILLED,ARS,22770.0,4781.7,0.0,27551.7,20250103
1000001746,1384,1,,4030.0,1486,PAID,ARS,22800.0,4788.0,900.0,28488.0,20241001
1000001747,478,2,4.0,2389.0,4,PAID,ARS,11760.0,2469.6,0.0,14229.6,20240113
1000001748,1049,1,,1594.0,2708,PAID,ARS,60000.0,12600.0,1200.0,73800.0,20240303
1000001749,1271,1,,2735.0,3934,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0,20240502
1000001750,471,2,1.0,2848.0,1,CANCELLED,ARS,100290.0,21060.9,0.0,121350.9,20240807
1000001751,650,2,4.0,,4,FULFILLED,ARS,21168.0,4445.28,0.0,25613.28,20250218
1000001752,685,2,4.0,1165.0,4,FULFILLED,ARS,73500.0,15435.0,0.0,88935.0,20240728
1000001753,936,1,,2840.0,1191,FULFILLED,ARS,22800.0,4788.0,1200.0,28788.0,20250529
1000001754,1189,1,,3316.0,1551,FULFILLED,ARS,15000.0,3150.0,1200.0,19350.0,20250805
1000001755,1130,1,,3337.0,3828,FULFILLED,ARS,73800.0,15498.0,0.0,89298.0,20241003
1000001756,233,1,,,1466,FULFILLED,ARS,19440.0,4082.4,1500.0,25022.4,20250513
1000001757,626,1,,1618.0,1831,FULFILLED,ARS,11340.0,2381.4,900.0,14621.4,20250226
1000001758,545,2,4.0,3641.0,4,PAID,ARS,62700.0,13167.0,0.0,75867.0,20240105
1000001759,147,2,4.0,,4,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0,20240704
1000001760,946,1,,3396.0,4177,FULFILLED,ARS,23940.0,5027.4,900.0,29867.4,20241219
1000001761,267,2,1.0,,1,FULFILLED,ARS,26400.0,5544.0,0.0,31944.0,20250703
1000001762,1200,2,1.0,1093.0,1,REFUNDED,ARS,24300.0,5103.0,0.0,29403.0,20241201
1000001763,106,2,2.0,3310.0,2,FULFILLED,ARS,70560.0,14817.6,0.0,85377.6,20250925
1000001764,656,1,,3212.0,2563,FULFILLED,ARS,36000.0,7560.0,1200.0,44760.0,20250203
1000001765,1324,2,4.0,1970.0,4,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,20250220
1000001766,1133,2,2.0,1816.0,2,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0,20240805
1000001767,921,2,4.0,,4,FULFILLED,ARS,35910.0,7541.1,0.0,43451.1,20240629
1000001768,16,1,,3346.0,3040,FULFILLED,ARS,35280.0,7408.8,1500.0,44188.8,20240525
1000001769,1099,1,,,4115,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0,20240818
1000001770,920,2,3.0,1979.0,3,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0,20240226
1000001771,503,1,,,3630,FULFILLED,ARS,30000.0,6300.0,900.0,37200.0,20240924
1000001772,1057,2,4.0,1847.0,4,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0,20250614
1000001773,1044,1,,3059.0,1210,FULFILLED,ARS,29400.0,6174.0,1200.0,36774.0,20250620
1000001774,1012,1,,2961.0,2585,FULFILLED,ARS,28500.0,5985.0,900.0,35385.0,20250106
1000001775,163,2,1.0,1998.0,1,PAID,ARS,24000.0,5040.0,0.0,29040.0,20250525
1000001776,347,2,4.0,1234.0,4,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0,20240804
1000001777,634,1,,1908.0,2335,PAID,ARS,26400.0,5544.0,0.0,31944.0,20250928
1000001778,1463,1,,2143.0,1234,CANCELLED,ARS,71250.0,14962.5,1500.0,87712.5,20240507
1000001779,123,1,,3735.0,2051,FULFILLED,ARS,34800.0,7308.0,900.0,43008.0,20241021
1000001780,638,1,,3402.0,1826,FULFILLED,ARS,59400.0,12474.0,1200.0,73074.0,20250925
1000001781,1230,1,,3599.0,2782,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0,20250808
1000001782,689,2,1.0,3947.0,1,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0,20241103
1000001783,1069,1,,1315.0,2398,FULFILLED,ARS,60900.0,12789.0,1200.0,74889.0,20240806
1000001784,1335,1,,2414.0,3820,FULFILLED,ARS,20520.0,4309.2,1200.0,26029.2,20240427
1000001785,1312,2,4.0,3224.0,4,CANCELLED,ARS,13230.0,2778.3,0.0,16008.3,20241121
1000001786,992,2,4.0,2240.0,4,REFUNDED,ARS,27000.0,5670.0,0.0,32670.0,20240125
1000001787,713,2,4.0,1544.0,4,FULFILLED,ARS,41160.0,8643.6,0.0,49803.6,20241102
1000001788,1477,2,2.0,2748.0,2,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0,20250717
1000001789,1333,1,,,2682,PAID,ARS,24000.0,5040.0,1200.0,30240.0,20250429
1000001790,980,1,,,3502,FULFILLED,ARS,59250.0,12442.5,1200.0,72892.5,20250114
1000001791,977,2,4.0,3950.0,4,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0,20250416
1000001792,1254,1,,1496.0,3616,FULFILLED,ARS,10260.0,2154.6,1500.0,13914.6,20240711
1000001793,1126,1,,1530.0,2248,FULFILLED,ARS,63300.0,13293.0,1200.0,77793.0,20240722
1000001794,436,1,,2633.0,3928,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0,20241101
1000001795,1117,1,,4127.0,1903,FULFILLED,ARS,27000.0,5670.0,900.0,33570.0,20240707
1000001796,276,2,1.0,1166.0,1,PAID,ARS,28500.0,5985.0,0.0,34485.0,20241014
1000001797,551,1,,2160.0,3827,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0,20250202
1000001798,1479,2,1.0,3534.0,1,REFUNDED,ARS,32400.0,6804.0,0.0,39204.0,20250322
1000001799,274,2,2.0,3239.0,2,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0,20240113
1000001800,361,2,3.0,1281.0,3,FULFILLED,ARS,25200.0,5292.0,0.0,30492.0,20240629
1000001801,17,1,,3082.0,2965,PAID,ARS,32400.0,6804.0,900.0,40104.0,20240911
1000001802,713,1,,1098.0,3160,PAID,ARS,32340.0,6791.4,0.0,39131.4,20240204
1000001803,1142,2,4.0,2477.0,4,CANCELLED,ARS,11400.0,2394.0,0.0,13794.0,20250804
1000001804,1094,1,,4.0,3585,FULFILLED,ARS,27000.0,5670.0,900.0,33570.0,20240918
1000001805,637,1,,1109.0,3456,FULFILLED,ARS,13230.0,2778.3,900.0,16908.3,20250828
1000001806,1416,1,,,1044,FULFILLED,ARS,36000.0,7560.0,1200.0,44760.0,20241013
1000001807,949,1,,3515.0,3712,FULFILLED,ARS,69480.0,14590.8,1500.0,85570.8,20240925
1000001808,1146,1,,2704.0,3283,CANCELLED,ARS,65940.0,13847.4,1200.0,80987.4,20240229
1000001809,1482,1,,3118.0,1275,FULFILLED,ARS,12600.0,2646.0,1500.0,16746.0,20240312
1000001810,496,1,,2988.0,2437,FULFILLED,ARS,35280.0,7408.8,1500.0,44188.8,20240913
1000001811,991,1,,3895.0,3381,FULFILLED,ARS,47496.0,9974.16,900.0,58370.16,20250805
1000001812,915,2,2.0,2455.0,2,CREATED,ARS,32400.0,6804.0,0.0,39204.0,20240723
1000001813,970,2,3.0,3416.0,3,PAID,ARS,21600.0,4536.0,0.0,26136.0,20250329
1000001814,1166,2,3.0,,3,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0,20241120
1000001815,1038,2,3.0,2729.0,3,FULFILLED,ARS,37584.0,7892.64,0.0,45476.64,20241203
1000001816,1103,2,4.0,2206.0,4,CANCELLED,ARS,58590.0,12303.9,0.0,70893.9,20250810
1000001817,1326,1,,3401.0,4088,CANCELLED,ARS,41040.0,8618.4,1200.0,50858.4,20241013
1000001818,1066,2,4.0,1488.0,4,FULFILLED,ARS,29700.0,6237.0,0.0,35937.0,20250107
1000001819,1067,1,,1349.0,3114,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0,20240602
1000001820,202,2,1.0,2055.0,1,CREATED,ARS,41460.0,8706.6,0.0,50166.6,20250818
1000001821,1456,1,,1878.0,1379,FULFILLED,ARS,27000.0,5670.0,1200.0,33870.0,20240928
1000001822,101,2,4.0,2849.0,4,PAID,ARS,15000.0,3150.0,0.0,18150.0,20250522
1000001823,312,2,1.0,1734.0,1,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0,20240724
1000001824,982,2,2.0,,2,CANCELLED,ARS,42525.0,8930.25,0.0,51455.25,20241223
1000001825,650,2,3.0,3101.0,3,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0,20240507
1000001826,645,2,2.0,3285.0,2,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0,20240727
1000001827,852,2,3.0,3974.0,3,FULFILLED,ARS,22680.0,4762.8,0.0,27442.8,20240110
1000001828,1291,1,,1575.0,1874,FULFILLED,ARS,30870.0,6482.7,900.0,38252.7,20241016
1000001829,916,1,,,2104,FULFILLED,ARS,10584.0,2222.64,900.0,13706.64,20250308
1000001830,680,1,,1462.0,1777,REFUNDED,ARS,11970.0,2513.7,0.0,14483.7,20241122
1000001831,1001,2,3.0,2442.0,3,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0,20240814
1000001832,1301,2,3.0,2643.0,3,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0,20250703
1000001833,1065,1,,3233.0,4111,FULFILLED,ARS,48870.0,10262.7,0.0,59132.7,20250902
1000001834,1045,1,,2580.0,3818,FULFILLED,ARS,56520.0,11869.2,1200.0,69589.2,20240817
1000001835,849,2,2.0,1575.0,2,PAID,ARS,34200.0,7182.0,0.0,41382.0,20250131
1000001836,1307,2,1.0,2497.0,1,FULFILLED,ARS,35340.0,7421.4,0.0,42761.4,20240216
1000001837,731,1,,3554.0,1684,PAID,ARS,10800.0,2268.0,900.0,13968.0,20250616
1000001838,221,1,,4095.0,2675,REFUNDED,ARS,28500.0,5985.0,900.0,35385.0,20240730
1000001839,1115,2,1.0,3983.0,1,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0,20240119
1000001840,388,1,,2981.0,2487,PAID,ARS,12936.0,2716.56,1200.0,16852.56,20250207
1000001841,789,1,,2947.0,2382,FULFILLED,ARS,48000.0,10080.0,900.0,58980.0,20240203
1000001842,1390,1,,3981.0,1129,CANCELLED,ARS,36000.0,7560.0,1200.0,44760.0,20250614
1000001843,93,2,1.0,4176.0,1,FULFILLED,ARS,96000.0,20160.0,0.0,116160.0,20240315
1000001844,452,1,,3992.0,2037,FULFILLED,ARS,42750.0,8977.5,900.0,52627.5,20240611
1000001845,103,1,,1870.0,2118,PAID,ARS,41160.0,8643.6,1200.0,51003.6,20250113
1000001846,204,1,,3331.0,1930,FULFILLED,ARS,23940.0,5027.4,1200.0,30167.4,20250321
1000001847,1126,1,,2356.0,1720,FULFILLED,ARS,47250.0,9922.5,0.0,57172.5,20250610
1000001848,1496,2,4.0,4033.0,4,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0,20250202
1000001849,1192,1,,2541.0,3131,FULFILLED,ARS,40500.0,8505.0,900.0,49905.0,20241218
1000001850,797,1,,3334.0,3347,CANCELLED,ARS,24000.0,5040.0,1200.0,30240.0,20240207
1000001851,391,2,4.0,4099.0,4,REFUNDED,ARS,37500.0,7875.0,0.0,45375.0,20240602
1000001852,1336,2,2.0,4072.0,2,REFUNDED,ARS,34740.0,7295.4,0.0,42035.4,20240930
1000001853,434,2,3.0,2133.0,3,FULFILLED,ARS,49500.0,10395.0,0.0,59895.0,20240727
1000001854,724,1,,,1124,FULFILLED,ARS,11760.0,2469.6,900.0,15129.6,20250310
1000001855,1157,1,,1476.0,2561,FULFILLED,ARS,57750.0,12127.5,0.0,69877.5,20250604
1000001856,450,2,2.0,1297.0,2,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0,20240727
1000001857,655,1,,,2003,PAID,ARS,30000.0,6300.0,1500.0,37800.0,20250609
1000001858,688,1,,2271.0,2520,FULFILLED,ARS,32400.0,6804.0,1200.0,40404.0,20241008
1000001859,274,2,2.0,2954.0,2,REFUNDED,ARS,30870.0,6482.7,0.0,37352.7,20240923
1000001860,815,1,,2722.0,1929,FULFILLED,ARS,55500.0,11655.0,900.0,68055.0,20241227
1000001861,1202,2,1.0,2537.0,1,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0,20240926
1000001862,208,1,,3738.0,1920,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0,20240506
1000001863,1119,1,,2264.0,1145,FULFILLED,ARS,38475.0,8079.75,900.0,47454.75,20250314
1000001864,871,2,4.0,1426.0,4,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0,20241206
1000001865,1089,1,,3980.0,2983,PAID,ARS,35100.0,7371.0,900.0,43371.0,20250204
1000001866,1313,1,,1884.0,4141,FULFILLED,ARS,34020.0,7144.2,1200.0,42364.2,20240831
1000001867,1169,2,1.0,3412.0,1,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8,20240817
1000001868,497,2,1.0,1326.0,1,REFUNDED,ARS,50400.0,10584.0,0.0,60984.0,20250114
1000001869,274,1,,3807.0,3328,FULFILLED,ARS,14962.5,3142.12,900.0,19004.62,20240707
1000001870,1391,1,,3117.0,2592,CANCELLED,ARS,42750.0,8977.5,1200.0,52927.5,20240531
1000001871,682,1,,3389.0,1882,FULFILLED,ARS,30000.0,6300.0,1200.0,37500.0,20250316
1000001872,1063,2,2.0,1040.0,2,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0,20250628
1000001873,535,1,,3710.0,3916,FULFILLED,ARS,16170.0,3395.7,1200.0,20765.7,20240806
1000001874,1140,2,3.0,2144.0,3,FULFILLED,ARS,62910.0,13211.1,0.0,76121.1,20250409
1000001875,712,1,,2847.0,1314,FULFILLED,ARS,10584.0,2222.64,1500.0,14306.64,20240501
1000001876,771,2,3.0,3956.0,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8,20240406
1000001877,1234,2,3.0,4141.0,3,CANCELLED,ARS,67620.0,14200.2,0.0,81820.2,20250720
1000001878,193,1,,2161.0,1547,FULFILLED,ARS,14250.0,2992.5,900.0,18142.5,20250710
1000001879,1481,2,3.0,4050.0,3,PAID,ARS,27000.0,5670.0,0.0,32670.0,20240520
1000001880,1420,1,,3034.0,1257,FULFILLED,ARS,13230.0,2778.3,1200.0,17208.3,20240911
1000001881,866,1,,3059.0,1867,FULFILLED,ARS,45600.0,9576.0,0.0,55176.0,20241101
1000001882,1360,1,,2642.0,2384,FULFILLED,ARS,24585.0,5162.85,1500.0,31247.85,20240804
1000001883,26,2,2.0,3080.0,2,PAID,ARS,30780.0,6463.8,0.0,37243.8,20240403
1000001884,890,2,1.0,1256.0,1,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2,20241110
1000001885,1466,2,2.0,2506.0,2,FULFILLED,ARS,31752.0,6667.92,0.0,38419.92,20250307
1000001886,1114,1,,1445.0,3420,FULFILLED,ARS,24300.0,5103.0,900.0,30303.0,20240122
1000001887,952,2,2.0,,2,FULFILLED,ARS,25080.0,5266.8,0.0,30346.8,20240305
1000001888,235,1,,3519.0,2729,FULFILLED,ARS,14250.0,2992.5,1500.0,18742.5,20241103
1000001889,264,1,,2653.0,2146,CANCELLED,ARS,11760.0,2469.6,0.0,14229.6,20250530
1000001890,649,1,,,2935,CANCELLED,ARS,25200.0,5292.0,900.0,31392.0,20240716
1000001891,1220,1,,2721.0,2470,PAID,ARS,47025.0,9875.25,1200.0,58100.25,20241226
1000001892,868,1,,2857.0,2660,FULFILLED,ARS,9720.0,2041.2,900.0,12661.2,20240916
1000001893,298,1,,,1983,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0,20250512
1000001894,447,1,,3744.0,1244,PAID,ARS,22800.0,4788.0,1200.0,28788.0,20250202
1000001895,464,2,3.0,3474.0,3,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0,20241218
1000001896,49,1,,,3794,FULFILLED,ARS,31752.0,6667.92,1200.0,39619.92,20240410
1000001897,454,1,,2462.0,1090,FULFILLED,ARS,12000.0,2520.0,1500.0,16020.0,20240727
1000001898,1185,2,4.0,3136.0,4,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0,20250716
1000001899,226,1,,2087.0,3105,FULFILLED,ARS,47025.0,9875.25,900.0,57800.25,20250205
1000001900,147,2,2.0,3372.0,2,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0,20240422
1000001901,899,1,,2457.0,1290,FULFILLED,ARS,29925.0,6284.25,0.0,36209.25,20240914
1000001902,1306,2,3.0,1396.0,3,FULFILLED,ARS,19440.0,4082.4,0.0,23522.4,20250612
1000001903,768,2,1.0,2814.0,1,CREATED,ARS,35280.0,7408.8,0.0,42688.8,20240530
1000001904,59,2,3.0,2021.0,3,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0,20250806
1000001905,772,2,4.0,3312.0,4,FULFILLED,ARS,31752.0,6667.92,0.0,38419.92,20240728
1000001906,656,1,,2801.0,3564,FULFILLED,ARS,27000.0,5670.0,900.0,33570.0,20250915
1000001907,903,2,4.0,1764.0,4,PAID,ARS,42750.0,8977.5,0.0,51727.5,20240115
1000001908,30,2,1.0,3616.0,1,FULFILLED,ARS,22680.0,4762.8,0.0,27442.8,20250609
1000001909,301,2,1.0,3370.0,1,FULFILLED,ARS,23100.0,4851.0,0.0,27951.0,20250908
1000001910,779,2,4.0,3480.0,4,REFUNDED,ARS,70872.0,14883.12,0.0,85755.12,20250616
1000001911,883,1,,1785.0,1376,FULFILLED,ARS,28500.0,5985.0,1500.0,35985.0,20250216
1000001912,737,1,,,3807,FULFILLED,ARS,10800.0,2268.0,1500.0,14568.0,20240120
1000001913,1160,1,,3367.0,1063,FULFILLED,ARS,22800.0,4788.0,1200.0,28788.0,20250921
1000001914,140,1,,1756.0,2518,REFUNDED,ARS,34200.0,7182.0,1200.0,42582.0,20241201
1000001915,218,1,,2266.0,2240,FULFILLED,ARS,40500.0,8505.0,900.0,49905.0,20250507
1000001916,562,2,3.0,,3,REFUNDED,ARS,45000.0,9450.0,0.0,54450.0,20240705
1000001917,294,1,,3918.0,1079,REFUNDED,ARS,9720.0,2041.2,900.0,12661.2,20250601
1000001918,1053,2,1.0,1276.0,1,CANCELLED,ARS,15675.0,3291.75,0.0,18966.75,20250324
1000001919,733,2,1.0,1357.0,1,FULFILLED,ARS,126000.0,26460.0,0.0,152460.0,20240518
1000001920,548,2,1.0,2596.0,1,CANCELLED,ARS,15000.0,3150.0,0.0,18150.0,20250324
1000001921,370,2,1.0,4066.0,1,FULFILLED,ARS,14962.5,3142.12,0.0,18104.62,20241111
1000001922,1293,2,2.0,1613.0,2,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2,20240401
1000001923,1458,1,,2824.0,3116,FULFILLED,ARS,50100.0,10521.0,1200.0,61821.0,20250106
1000001924,233,2,2.0,3968.0,2,FULFILLED,ARS,39102.0,8211.42,0.0,47313.42,20250117
1000001925,820,1,,1417.0,1343,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,20241128
1000001926,1300,1,,2149.0,2594,FULFILLED,ARS,14250.0,2992.5,1200.0,18442.5,20240211
1000001927,1468,2,1.0,1983.0,1,FULFILLED,ARS,49800.0,10458.0,0.0,60258.0,20250313
1000001928,503,1,,1798.0,4020,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2,20250310
1000001929,734,1,,1554.0,1441,FULFILLED,ARS,10584.0,2222.64,1200.0,14006.64,20250529
1000001930,1479,1,,1836.0,1549,FULFILLED,ARS,49530.0,10401.3,900.0,60831.3,20240517
1000001931,494,2,4.0,,4,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2,20241006
1000001932,296,2,2.0,2958.0,2,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0,20241023
1000001933,957,2,4.0,1931.0,4,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0,20250523
1000001934,851,2,3.0,4014.0,3,FULFILLED,ARS,19440.0,4082.4,0.0,23522.4,20250807
1000001935,1068,1,,1308.0,3693,FULFILLED,ARS,26460.0,5556.6,900.0,32916.6,20250809
1000001936,387,2,3.0,1733.0,3,FULFILLED,ARS,64350.0,13513.5,0.0,77863.5,20240928
